,Time,AX,AY,AZ,GX,GY,GZ
463,9674,70,985,-31,-88,-385,-306
464,9681,63,988,-41,-100,-379,-304
465,9687,66,983,-39,-88,-372,-297
466,9693,62,983,-39,-91,-375,-301
467,9699,54,985,-43,-89,-367,-294
468,9706,58,979,-49,-89,-369,-285
469,9712,50,978,-69,-95,-373,-274
470,9718,50,981,-87,-92,-376,-268
471,9724,62,975,-99,-91,-369,-258
472,9731,62,980,-105,-89,-373,-264
473,9737,62,978,-112,-98,-375,-256
474,9743,63,980,-115,-103,-361,-256
475,9749,55,968,-113,-95,-375,-250
476,9756,49,975,-133,-89,-370,-241
477,9762,47,978,-134,-109,-366,-234
478,9768,48,981,-138,-101,-364,-238
479,9774,61,969,-150,-106,-369,-232
480,9781,47,964,-156,-92,-367,-235
481,9787,44,974,-162,-95,-369,-235
482,9793,49,976,-158,-100,-367,-232
483,9799,36,973,-161,-97,-375,-231
484,9806,47,976,-175,-94,-366,-243
485,9812,64,978,-155,-97,-370,-243
486,9818,80,982,-166,-88,-372,-261
487,9824,69,989,-111,-82,-369,-264
488,9831,151,973,-103,-89,-373,-271
489,9837,56,1005,-103,-86,-358,-271
490,9843,111,969,-172,-98,-367,-262
491,9849,2,969,-129,-100,-354,-240
492,9856,-8,978,-118,-97,-360,-232
493,9862,81,961,-186,-88,-364,-246
494,9868,89,971,-147,-98,-351,-252
495,9874,81,980,-109,-103,-352,-256
496,9881,-66,967,-110,-97,-357,-264
497,9887,44,938,-80,-107,-360,-282
498,9893,12,977,-104,-103,-355,-292
499,9899,31,975,-75,-86,-355,-292
500,9906,49,983,-51,-92,-363,-292
501,9912,35,987,-54,-94,-354,-300
502,9918,39,950,-38,-100,-355,-303
503,9924,42,999,-35,-98,-358,-297
504,9931,32,991,-32,-88,-349,-288
505,9937,32,981,-58,-97,-360,-295
506,9943,44,974,-35,-97,-355,-297
507,9949,51,989,-101,-98,-360,-295
508,9956,40,976,-38,-95,-357,-292
509,9962,126,1081,-29,-101,-357,-306
510,9968,-1,996,-81,-101,-358,-294
511,9974,-13,968,7,-95,-348,-304
512,9981,167,1004,-68,-97,-355,-309
513,9987,21,974,-71,-97,-343,-312
514,9993,41,991,-32,-100,-351,-313
515,9999,38,987,-34,-97,-352,-313
516,10006,31,993,-43,-94,-351,-309
517,10012,33,991,-19,-98,-355,-310
518,10018,24,1010,-9,-94,-357,-298
519,10024,84,1028,112,-92,-361,-304
520,10031,94,1025,186,-98,-346,-298
521,10037,154,1047,216,-98,-355,-304
522,10043,115,1044,191,-95,-369,-322
523,10049,85,1030,142,-97,-364,-321
524,10056,25,985,72,-85,-364,-328
525,10062,1,977,25,-83,-375,-337
526,10068,0,962,12,-86,-381,-348
527,10074,-11,957,-21,-80,-384,-357
528,10081,1,942,-86,-71,-381,-358
529,10087,-9,950,-149,-62,-378,-367
530,10093,13,947,-233,-68,-378,-363
531,10099,-2,937,-308,-76,-379,-370
532,10106,-17,935,-358,-71,-379,-367
533,10112,-23,996,-391,-77,-372,-364
534,10118,-41,1057,-388,-92,-370,-354
535,10124,-62,1088,-368,-86,-351,-336
536,10131,26,1104,-332,-97,-348,-318
537,10137,128,737,362,-112,-343,-288
538,10143,27,1169,-88,-98,-336,-282
539,10149,55,1101,239,-100,-328,-268
540,10156,25,1062,456,-109,-327,-258
541,10162,45,1019,557,-106,-336,-256
542,10168,49,986,479,-98,-339,-258
543,10174,36,959,321,-109,-334,-258
544,10181,-29,955,144,-98,-334,-261
545,10187,-64,951,-3,-92,-339,-261
546,10193,-100,963,-139,-104,-351,-279
547,10199,-78,965,-180,-98,-363,-283
548,10206,-76,967,-234,-103,-355,-291
549,10212,-51,976,-248,-107,-351,-294
550,10218,-48,979,-256,-100,-345,-292
551,10224,-55,962,-249,-106,-343,-298
552,10231,-34,1008,-240,-104,-342,-301
553,10237,-9,898,-226,-107,-336,-304
554,10243,-30,962,-177,-106,-333,-289
555,10249,885,1643,-117,-106,-325,-292
556,10256,-8,962,-48,-115,-330,-286
557,10262,-57,992,24,-101,-328,-277
558,10268,-20,990,-24,-103,-331,-283
559,10274,15,972,-77,-92,-328,-292
560,10281,-4,987,-107,-101,-336,-297
561,10287,36,985,-45,-104,-330,-300
562,10293,29,987,-43,-98,-333,-288
563,10299,40,977,-57,-104,-337,-295
564,10306,-15,978,-62,-110,-342,-288
565,10312,-109,988,-28,-98,-346,-288
566,10318,-57,993,-21,-107,-342,-297
567,10324,-14,976,-78,-103,-351,-303
568,10331,-5,981,-60,-106,-340,-304
569,10337,15,983,-45,-115,-339,-306
570,10343,5,987,-68,-109,-337,-295
571,10349,18,986,-58,-113,-336,-294
572,10356,17,982,-72,-118,-343,-291
573,10362,28,961,-75,-106,-337,-295
574,10368,18,988,-78,-100,-337,-289
575,10374,9,971,-104,-106,-333,-292
576,10381,31,983,-102,-104,-336,-283
577,10387,31,981,-106,-106,-346,-289
578,10393,37,979,-118,-101,-345,-297
579,10399,52,976,-118,-107,-346,-295
580,10406,56,975,-119,-116,-343,-292
581,10412,66,973,-121,-103,-354,-292
582,10418,79,969,-130,-98,-354,-289
583,10424,90,971,-130,-97,-364,-301
584,10431,88,979,-105,-89,-364,-304
585,10437,105,980,-109,-89,-367,-304
586,10443,130,973,-99,-89,-376,-309
587,10449,156,968,-103,-79,-382,-330
588,10456,165,969,-60,-82,-376,-336
589,10462,138,969,-3,-68,-370,-348
590,10468,160,970,-31,-80,-378,-342
591,10474,141,978,-47,-83,-378,-339
592,10481,135,974,-47,-77,-379,-336
593,10487,130,973,-61,-85,-370,-337
594,10493,133,975,-61,-83,-373,-325
595,10499,137,977,-54,-86,-366,-339
596,10506,134,974,-55,-85,-376,-325
597,10512,136,975,-50,-86,-370,-330
598,10518,148,975,-66,-97,-375,-318
599,10524,131,976,-75,-86,-372,-315
600,10531,152,969,-109,-85,-373,-291
601,10537,99,967,-119,-95,-376,-274
602,10543,84,965,-135,-98,-375,-252
603,10549,44,967,-147,-98,-375,-243
604,10556,26,977,-151,-92,-378,-244
605,10562,64,972,-158,-86,-384,-234
606,10568,89,963,-168,-95,-382,-241
607,10574,101,966,-170,-91,-384,-237
608,10581,107,958,-172,-91,-387,-228
609,10587,97,963,-178,-91,-385,-235
610,10593,96,960,-182,-86,-385,-232
611,10599,100,964,-180,-91,-385,-231
612,10606,108,959,-171,-91,-384,-240
613,10612,94,974,-150,-92,-379,-252
614,10618,105,958,-165,-92,-378,-246
615,10624,84,979,-136,-85,-379,-241
616,10631,77,982,-129,-97,-382,-262
617,10637,87,970,-129,-85,-375,-253
618,10643,83,974,-117,-88,-376,-262
619,10649,83,969,-119,-88,-373,-262
620,10656,83,978,-106,-89,-384,-264
621,10662,77,974,-103,-97,-369,-273
622,10668,72,979,-85,-91,-378,-279
623,10674,73,976,-65,-94,-381,-280
624,10681,76,978,-56,-83,-376,-288
625,10687,87,992,-42,-89,-379,-292
626,10693,56,987,-58,-89,-373,-291
627,10699,40,1001,-23,-89,-385,-295
628,10706,111,976,-45,-91,-369,-289
629,10712,73,984,-39,-91,-375,-295
630,10718,94,979,-47,-89,-375,-301
631,10724,57,991,-38,-86,-370,-297
632,10731,73,972,-36,-82,-360,-315
633,10737,105,975,-47,-88,-364,-321
634,10743,89,984,-52,-91,-361,-313
635,10749,-6,1045,-17,-88,-370,-298
636,10756,62,1018,-44,-85,-373,-307
637,10762,48,982,-33,-88,-384,-300
638,10768,70,964,-35,-86,-378,-297
639,10774,195,997,-98,-89,-378,-303
640,10781,98,1075,-11,-91,-375,-294
641,10787,132,1046,-35,-98,-370,-309
642,10793,128,987,-67,-94,-382,-310
643,10799,115,907,-91,-88,-369,-310
644,10806,25,925,-55,-91,-372,-300
645,10812,51,944,-46,-85,-376,-316
646,10818,49,950,-30,-83,-373,-315
647,10824,72,968,-27,-88,-379,-307
648,10831,84,982,-34,-82,-372,-310
649,10837,79,970,-39,-92,-378,-304
650,10843,81,999,-35,-88,-378,-307
651,10849,66,993,-61,-86,-375,-310
652,10856,75,983,-58,-80,-382,-301
653,10862,79,962,-56,-91,-366,-301
654,10868,74,977,-56,-94,-369,-304
655,10874,73,991,-42,-91,-363,-306
656,10881,87,984,-30,-95,-370,-304
657,10887,77,985,-39,-89,-364,-297
658,10893,72,988,-59,-97,-376,-300
